,seed=0,seed=1,seed=2,seed=3,seed=4
seed=0,1.0,0.9238020630566561,0.8624039819101507,0.9245856244648937,0.9232947052013128
seed=1,0.9238020630566561,1.0,0.872721669549677,0.991902316233496,0.9860104015003031
seed=2,0.8624039819101507,0.872721669549677,1.0,0.8722370485087535,0.8804001283841634
seed=3,0.9245856244648937,0.991902316233496,0.8722370485087535,1.0,0.982600844727545
seed=4,0.9232947052013128,0.9860104015003031,0.8804001283841634,0.982600844727545,1.0
